-1895115621,POLUS,JACQUELINE,EAU CLAIRE,WI,Family Practice,S,TRAZODONE HCL,TRAZODONE HCL,12,40,89.3,2670,452.41,12,"",40,"",89.3,2670,452.41,= 34.0
-1329370733,MERCER,JASON,SOUTH DAYTONA,FL,Family Practice,S,TRADJENTA,LINAGLIPTIN,"",11,13.0,390,4620.89,"",*,11,"",13.0,390,4620.89,= 35.0
-1681999650,BURCHAM,PENNY,OXFORD,MS,Nurse Practitioner,S,SEROQUEL XR,QUETIAPINE FUMARATE,"",12,12.0,360,5933.28,"",*,12,"",12.0,360,5933.28,= 37.0
-1369925844,"WILSON, III",ROBERT,SPRINGDALE,AR,Family Practice,S,RAMIPRIL,RAMIPRIL,"",18,30.4,912,114.9,"",*,18,"",30.4,912,114.9,= 41.0
2096074117,BARZIN,AMIR,CHAPEL HILL,NC,Family Practice,S,LAMOTRIGINE,LAMOTRIGINE,"",13,13.0,390,92.95,0,"",0,"",0.0,0,0.0,= 39.0
-1632600232,MCHENRY,MARSHALL,CINCINNATI,OH,Internal Medicine,S,HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,54,251,259.6,7103,9583.79,40,"",162,"",170.6,4566,6321.95,= 52.0
-1622483538,CHLEBECK,PAUL,WEST ST PAUL,MN,Family Practice,S,LEVOFLOXACIN,LEVOFLOXACIN,30,40,40.0,367,208.32,"",#,29,"",29.0,259,139.04,= 40.0
-1814310775,PHAN,DENISE,VAN NUYS,CA,Internal Medicine,S,MONTELUKAST SODIUM,MONTELUKAST SODIUM,"",28,34.1,988,388.8,"",*,28,"",34.1,988,388.8,= 36.0
-1925152313,MCCOY,LISA,SEYMOUR,IN,Nurse Practitioner,S,AZITHROMYCIN,AZITHROMYCIN,48,50,50.0,250,393.12,"",#,"",#,"","","",= 40.0
-1480908201,DAVIDSON,RONNIE,MOORESVILLE,NC,Dentist,T,PENICILLIN V POTASSIUM,PENICILLIN V POTASSIUM,16,18,18.0,137,180.7,16,"",18,"",18.0,137,180.7,= 46.0
-2056599901,ERNEST,JEANINE,ALMA,MI,Internal Medicine,S,IBUPROFEN,IBUPROFEN,"",19,21.7,605,114.96,"",*,"",*,"","","",= 43.0
-1551426851,LOWERY,KATHRYN,LAS VEGAS,NV,Student in an Organized Health Care Education/Training Program,T,CARBAMAZEPINE,CARBAMAZEPINE,"",16,16.0,480,1255.92,"",*,"",*,"","","",= 41.0
-1379872078,SCHELLER,TRACY,ENGLEWOOD,NJ,Obstetrics & Gynecology,S,PREMPRO,"ESTROGEN,CON/M-PROGEST ACET","",12,12.0,348,1958.41,"",*,12,"",12.0,348,1958.41,= 33.0
-2137575771,NUTHI,SRIKRISHNA,HUNTSVILLE,AL,Family Practice,S,DULOXETINE HCL,DULOXETINE HCL,"",11,27.0,810,860.88,0,"",0,"",0.0,0,0.0,= 42.0
-2076055638,SETTIPANI,FRANK,PUEBLO,CO,Internal Medicine,T,LISINOPRIL-HYDROCHLOROTHIAZIDE,LISINOPRIL/HYDROCHLOROTHIAZIDE,"",12,12.0,360,271.78,"",*,12,"",12.0,360,271.78,= 43.0
-2046751787,OMBAC,LINDA,WILLIAMSBURG,VA,Psychiatry & Neurology,T,LAMOTRIGINE,LAMOTRIGINE,"",28,28.5,799,425.94,0,"",0,"",0.0,0,0.0,= 49.0
2016980393,ANGLIN,MICKEL,RIVERVIEW,FL,Family Practice,S,OXYBUTYNIN CHLORIDE,OXYBUTYNIN CHLORIDE,14,36,89.3,2680,1914.5,14,"",36,"",89.3,2680,1914.5,= 37.0
2056420764,POIRIER,TIMOTHY,KNIGHTDALE,NC,Optometry,S,SIMBRINZA,BRINZOLAMIDE/BRIMONIDINE TART,"",14,14.9,440,1853.49,"",*,14,"",14.9,440,1853.49,= 45.0
-2117412821,KLARFELD,JONATHAN,BEACHWOOD,OH,Internal Medicine,S,XARELTO,RIVAROXABAN,"",15,23.0,690,7779.49,"",#,"",#,"","","",= 54.0
-1662921790,HINSON,JONATHAN,LEXINGTON,NC,Family Practice,S,AMITRIPTYLINE HCL,AMITRIPTYLINE HCL,13,43,85.0,2550,1305.21,"",*,27,"",53.0,1590,861.91,= 30.0
2127084299,RODRIGUEZ,EVELYN,CIDRA,PR,General Practice,T,NAPROXEN,NAPROXEN,"",11,11.0,235,53.3,"",*,"",*,"","","",= 45.0
-1460669516,RAJAN,DORAI,BELPRE,OH,Internal Medicine,S,MUPIROCIN,MUPIROCIN,"",12,12.0,167,111.77,"",*,"",*,"","","",= 33.0
-1642670743,LORDS,RICHARD,ABINGTON,MA,Internal Medicine,S,AMLODIPINE BESYLATE-BENAZEPRIL,AMLODIPINE BESYLATE/BENAZEPRIL,"",20,30.0,900,597.34,"",#,"",#,"","","",= 51.0
-1662884323,SINGH,TONIYA,SAINT LOUIS,MO,Cardiovascular Disease (Cardiology),S,AZITHROMYCIN,AZITHROMYCIN,"",14,14.0,70,109.15,"",*,"",*,"","","",= 49.0
-1541249959,ROSARIO,MARILES,LOS ANGELES,CA,Nurse Practitioner,S,ALPRAZOLAM,ALPRAZOLAM,"",12,12.0,360,35.15,"",*,12,"",12.0,360,35.15,= 43.0
-1591008511,AARON,MICHAEL,WEATHERFORD,OK,Family Practice,S,ESCITALOPRAM OXALATE,ESCITALOPRAM OXALATE,36,280,298.0,6818,2539.16,"",#,254,"",272.0,6038,2042.51,= 32.0
2056670071,WALKER,EMILY,ATHENS,OH,Nurse Practitioner,S,TRAZODONE HCL,TRAZODONE HCL,15,98,98.0,2865,534.7,"",*,22,"",22.0,645,146.89,= 32.0
-1763946454,BORGER,MICHAEL,NAPPANEE,IN,Family Practice,S,SERTRALINE HCL,SERTRALINE HCL,"",11,31.7,950,209.11,"",*,11,"",31.7,950,209.11,= 31.0
-1935605441,NANDIGAM,USHA,PORT CHARLOTTE,FL,Internal Medicine,S,FLOVENT HFA,FLUTICASONE PROPIONATE,"",23,31.0,919,5335.79,"",*,23,"",31.0,919,5335.79,= 51.0
-1834196715,CHAN,JENNY,HONOLULU,HI,Student in an Organized Health Care Education/Training Program,T,AMLODIPINE BESYLATE,AMLODIPINE BESYLATE,"",23,23.0,690,111.73,"",#,"",#,"","","",= 48.0
-1378967736,GATLIN,JOHN,MOORESVILLE,NC,Internal Medicine,S,PRAVASTATIN SODIUM,PRAVASTATIN SODIUM,32,140,282.4,8471,3691.98,"",#,120,"",256.2,7685,3340.8,= 42.0
-1905200802,HERRING,MARK,MANITOWOC,WI,Internal Medicine,S,DIVALPROEX SODIUM,DIVALPROEX SODIUM,"",47,47.9,1415,5034.2,"",*,47,"",47.9,1415,5034.2,= 30.0
-1632516110,HIPPLER,STEPHEN,PEORIA,IL,Internal Medicine,S,AMLODIPINE BESYLATE,AMLODIPINE BESYLATE,16,50,124.2,3704,512.95,"",#,37,"",107.0,3210,402.14,= 38.0
-1430556894,JONES,THOMAS,ST GEORGE,UT,Internal Medicine,S,QUINAPRIL HCL,QUINAPRIL HCL,"",11,30.9,926,107.08,"",*,11,"",30.9,926,107.08,= 31.0
-2117347292,RODRIGUEZ-PERIS,EMILIO,PROVIDENCE,RI,Internal Medicine,S,CLOTRIMAZOLE,CLOTRIMAZOLE,"",14,14.0,278,413.72,"",*,"",*,"","","",= 53.0
-1632594755,POLLOCK,MARK,DECATUR,GA,Pulmonary Disease,S,THEO-24,THEOPHYLLINE ANHYDROUS,"",15,15.0,450,2402.81,"",*,15,"",15.0,450,2402.81,= 32.0
-2086940324,HOLLEY,THOMAS,HOMEWOOD,AL,Urology,S,NITROFURANTOIN MONO-MACRO,NITROFURANTOIN MONOHYD/M-CRYST,37,62,68.5,1153,2730.27,"",#,"",#,"","","",= 30.0
-1915346159,ABERRA,OLANA,SACRAMENTO,CA,Internal Medicine,S,GLIPIZIDE,GLIPIZIDE,"",11,31.0,930,118.14,"",*,"",*,"","","",= 30.0
-1723445985,ACKERMAN,KENNETH,PANORAMA CITY,CA,Internal Medicine,S,NIFEDIPINE ER,NIFEDIPINE,"",17,56.7,1700,1397.1,"",*,17,"",56.7,1700,1397.1,= 50.0
-1460803636,BAINS,LEIGH ANNE,FREDERICKSBURG,TX,Neurology,S,PRIMIDONE,PRIMIDONE,21,136,194.3,5818,1954.85,"",#,121,"",175.3,5248,1811.75,= 41.0
-1470772013,AHERN,ELIZABETH,PERU,NY,Physician Assistant,S,MONTELUKAST SODIUM,MONTELUKAST SODIUM,"",42,72.0,2141,494.18,"",*,26,"",46.0,1361,314.98,= 35.0
-1814327662,MERZ,JULIE,ANN ARBOR,MI,Nurse Practitioner,S,FUROSEMIDE,FUROSEMIDE,"",13,29.5,885,50.68,"",*,"",*,"","","",= 50.0
-1703329399,BARRETT,MICHAEL,FLORENCE,SC,Family Practice,S,WELCHOL,COLESEVELAM HCL,25,120,158.0,4126,33979.06,"",#,"",#,"","","",= 38.0
-1713451761,ASADULLAH,KHAJA,FRANKFORT,IL,Internal Medicine,S,OXCARBAZEPINE,OXCARBAZEPINE,"",16,16.0,466,602.74,"",*,16,"",16.0,466,602.74,= 43.0
2076899632,LEGHA,SAPNA,PUNXSUTAWNEY,PA,Cardiovascular Disease (Cardiology),S,HYDROCHLOROTHIAZIDE,HYDROCHLOROTHIAZIDE,"",35,35.0,1050,94.5,"",#,"",#,"","","",= 36.0
-2127469877,RAO,SUNDER,BUTLER,PA,Cardiovascular Disease (Cardiology),S,SPIRIVA,TIOTROPIUM BROMIDE,"",11,29.0,870,9824.31,"",*,"",*,"","","",= 35.0
2086785284,VELLANKI,UMAMAHESWARA,SPRINGFIELD,OH,Psychiatry,S,MEMANTINE HCL,MEMANTINE HCL,"",11,11.0,330,574.28,"",*,"",*,"","","",= 52.0
-1733384017,NISSIM,JULIE,NEW YORK,NY,Internal Medicine,S,LORAZEPAM,LORAZEPAM,"",24,25.0,715,221.97,"",*,"",*,"","","",= 31.0
-1844687933,SCHAER,GARY,CHICAGO,IL,Interventional Cardiology,S,VALSARTAN,VALSARTAN,12,64,112.0,3355,2006.52,12,"",64,"",112.0,3355,2006.52,= 43.0
-1965911892,JAN,MUJEEB,VILLA RICA,GA,Cardiovascular Disease (Cardiology),S,CARVEDILOL,CARVEDILOL,51,253,310.0,9286,1342.21,35,"",167,"",214.0,6405,1063.66,= 49.0
-1915113111,GOODWIN,ADAM,WICHITA,KS,Family Practice,S,GLIMEPIRIDE,GLIMEPIRIDE,"",26,30.0,900,108.54,"",#,"",#,"","","",= 33.0
-1329210957,FILLMORE,CAROL,EDINA,MN,Nurse Practitioner,S,GABAPENTIN,GABAPENTIN,"",20,20.0,392,134.54,"",*,20,"",20.0,392,134.54,= 53.0
2127258143,TEWARY,GEETIKA,PROVIDENCE,RI,Internal Medicine,S,PREDNISONE,PREDNISONE,13,14,14.0,148,83.98,"",#,"",#,"","","",= 54.0
-1359838330,BROWN,CYNTHIA,DALTON,GA,Internal Medicine,S,SYMBICORT,BUDESONIDE/FORMOTEROL FUMARATE,"",53,62.0,1836,18120.21,"",*,19,"",25.0,750,7314.83,= 47.0
-1319355004,LOZIER,CHARLES,DES MOINES,IA,Internal Medicine,S,GABAPENTIN,GABAPENTIN,26,93,143.0,4169,2123.81,"",#,69,"",119.0,3476,1274.96,= 31.0
-2097193606,HAIDER,JAWAD,BLOOMFIELD,CT,Cardiovascular Disease (Cardiology),S,KLOR-CON M20,POTASSIUM CHLORIDE,"",37,75.0,2250,797.48,"",*,37,"",75.0,2250,797.48,= 48.0
2056304405,GONZALEZ,OMAYRA,SAN JUAN,PR,Internal Medicine,S,LOSARTAN POTASSIUM,LOSARTAN POTASSIUM,"",12,14.0,420,121.46,"",*,12,"",14.0,420,121.46,= 39.0
-1723554397,KOURI,THOMAS,PEORIA,IL,Internal Medicine,S,ELIQUIS,APIXABAN,"",31,31.0,679,8389.83,"",*,31,"",31.0,679,8389.83,= 55.0
-2016352566,ALDRICH,THOMAS,BRONX,NY,Pulmonary Disease,S,ADVAIR DISKUS,FLUTICASONE/SALMETEROL,16,55,62.0,1860,24053.66,"",#,44,"",51.0,1530,19657.89,= 43.0
-1733330508,ROSS,LISA,CINCINNATI,OH,Nurse Practitioner,S,GLIMEPIRIDE,GLIMEPIRIDE,"",32,38.0,1140,289.92,"",*,32,"",38.0,1140,289.92,= 46.0
-1723412653,ANGLES,MARK,KANSAS CITY,MO,Internal Medicine,S,ISOSORBIDE DINITRATE,ISOSORBIDE DINITRATE,"",12,12.0,360,1789.97,"",*,12,"",12.0,360,1789.97,= 54.0
-1723099582,MICHALSKY,MESSINA,RIFLE,CO,Nurse Practitioner,S,BUPROPION HCL SR,BUPROPION HCL,"",22,22.0,660,353.1,"",*,"",*,"","","",= 42.0
-1561787224,SHUSTER,JEFFREY,CLINTON TOWNSHIP,MI,Dermatology,S,MUPIROCIN,MUPIROCIN,113,164,164.0,2194,1502.41,"",#,"",#,"","","",= 42.0
-1884042786,MANGUM,CANDACE,NOTASULGA,AL,Nurse Practitioner,S,AMLODIPINE-VALSARTAN,AMLODIPINE/VALSARTAN,"",16,24.0,720,969.23,"",#,"",#,"","","",= 47.0
-1854542525,DUNN,JENNIFER,MOBILE,AL,Nurse Practitioner,S,FLUTICASONE PROPIONATE,FLUTICASONE PROPIONATE,"",81,82.8,2476,982.17,"",*,"",*,"","","",= 52.0
2016945017,SARNWICK,RICHARD,SHAWANO,WI,Family Practice,S,METOPROLOL TARTRATE,METOPROLOL TARTRATE,30,108,242.3,7203,969.45,"",#,94,"",224.3,6663,892.75,= 32.0
2117980168,PRATT,HEIDI,WATER VALLEY,MS,Family Practice,S,FENOFIBRATE,FENOFIBRATE,"",20,42.0,1260,1445.0,"",#,"",#,"","","",= 41.0
-1915466351,TORPEY,LAURENCE,ROCHESTER,NY,Emergency Medicine,S,COMBIVENT RESPIMAT,IPRATROPIUM/ALBUTEROL SULFATE,"",14,16.0,480,4996.58,"",*,14,"",16.0,480,4996.58,= 44.0
-1420376146,NWANGBURUKA,OKECHUKWU,REDDING,CA,Psychiatry & Neurology,T,DIVALPROEX SODIUM,DIVALPROEX SODIUM,"",11,11.0,308,88.32,0,"",0,"",0.0,0,0.0,= 38.0
-1470802512,SCHWINN,HANS,WESTHAMPTON BEACH,NY,Family Practice,S,LOVASTATIN,LOVASTATIN,"",27,45.0,1350,140.09,"",*,12,"",30.0,900,91.56,= 34.0
-1460520315,SHANKAR,ANITA,KINGWOOD,TX,Internal Medicine,S,ATENOLOL,ATENOLOL,"",13,27.0,810,66.07,"",*,13,"",27.0,810,66.07,= 43.0
-1955654675,HANSON,HEIDEE,BREWSTER,WA,Physician Assistant,S,METHADONE HCL,METHADONE HCL,"",45,45.0,1329,1191.54,"",*,12,"",12.0,345,485.42,= 34.0
-1935585253,MICHAELS,JOHN,WAYCROSS,GA,Psychiatry,S,QUETIAPINE FUMARATE,QUETIAPINE FUMARATE,61,415,430.1,12791,5600.25,28,"",171,"",179.0,5358,1815.26,= 44.0
2117031633,BOLES,STEVEN,PEORIA,AZ,Family Practice,S,SUMATRIPTAN SUCCINATE,SUMATRIPTAN SUCCINATE,"",19,23.0,499,508.69,"",#,"",#,"","","",= 53.0
-1299225795,NOLT,JEFFREY,COUDERSPORT,PA,Family Practice,S,ALENDRONATE SODIUM,ALENDRONATE SODIUM,"",30,45.9,1336,250.17,"",*,30,"",45.9,1336,250.17,= 45.0
-1400009676,BYRNS,MARCY,BRAINERD,MN,Internal Medicine,S,QUETIAPINE FUMARATE,QUETIAPINE FUMARATE,"",36,38.0,836,253.19,"",#,"",#,"","","",= 42.0
-1985144986,BRODERICK,ELISABETH,LYNN,MA,Internal Medicine,T,CLONAZEPAM,CLONAZEPAM,"",31,31.0,551,120.37,"",#,"",#,"","","",= 55.0
-1915288712,MENDEZ,IDALIA,HIALEAH,FL,Family Practice,S,ALPRAZOLAM,ALPRAZOLAM,14,22,22.0,631,114.3,14,"",22,"",22.0,631,114.3,= 50.0
-1935655735,PASCHOLD,EUGENE,LEXINGTON,NC,Medical Oncology,S,XARELTO,RIVAROXABAN,11,68,76.0,2195,26022.94,"",*,49,"",49.0,1385,16523.0,= 50.0
2147225783,BALDOCK,KIMBERLY,ASHLAND,KY,Internal Medicine,S,METFORMIN HCL,METFORMIN HCL,49,190,479.0,14330,1661.62,"",#,160,"",419.0,12530,1399.34,= 38.0
-1591698178,DALESSANDRO,LIDIA,ST. AUGUSTINE,FL,Nurse Practitioner,S,SIMVASTATIN,SIMVASTATIN,"",19,25.0,750,94.74,"",*,19,"",25.0,750,94.74,= 54.0
2036115202,JALALI,HAMID,ORANGE,TX,Family Practice,S,FENOFIBRATE,"FENOFIBRATE,MICRONIZED","",32,52.0,1560,1822.12,"",#,"",#,"","","",= 52.0
2016357666,NIAZI,ABDUL,CANTON,GA,Nurse Practitioner,S,SEROQUEL,QUETIAPINE FUMARATE,"",15,15.0,450,8014.03,"",#,"",#,"","","",= 38.0
2066804452,BEYER,JONNA,KIMBALL,NE,Physician Assistant,S,LISINOPRIL-HYDROCHLOROTHIAZIDE,LISINOPRIL/HYDROCHLOROTHIAZIDE,"",16,20.0,600,53.61,"",*,"",*,"","","",= 55.0
-1622490849,SALTER,HENRY,EASLEY,SC,Obstetrics & Gynecology,S,RISPERIDONE ODT,RISPERIDONE,"",12,12.0,360,1271.17,0,"",0,"",0.0,0,0.0,= 32.0
-1389076246,ANDRASKO,KEVIN,OSHKOSH,WI,Internal Medicine,S,FLOVENT HFA,FLUTICASONE PROPIONATE,12,41,50.1,1499,9920.99,"",#,"",#,"","","",= 41.0
-1521453835,SHERMAN,KRISTEN,SAN FRANCISCO,CA,Internal Medicine,S,DIPHENOXYLATE-ATROPINE,DIPHENOXYLATE HCL/ATROPINE,"",11,13.0,364,369.18,"",*,11,"",13.0,364,369.18,= 52.0
-1772988776,MENDIRATTA,KANWAR,SOUTHFIELD,MI,Internal Medicine,S,PREZISTA,DARUNAVIR ETHANOLATE,"",24,24.0,720,32828.03,0,"",0,"",0.0,0,0.0,= 45.0
-2097185076,HASINSKI,STEFAN,PHOENIX,AZ,Endocrinology,S,GLIPIZIDE,GLIPIZIDE,50,152,410.0,12286,1686.58,"",#,"",#,"","","",= 45.0
-1642705294,EDJE,LOUITO,TOLEDO,OH,Family Practice,S,POTASSIUM CHLORIDE,POTASSIUM CHLORIDE,"",23,32.0,906,2208.47,"",#,"",#,"","","",= 50.0
-1965713627,BRVENIK,HELEN,LARGO,FL,Family Practice,S,TERAZOSIN HCL,TERAZOSIN HCL,"",15,41.0,1230,320.53,"",*,15,"",41.0,1230,320.53,= 45.0
-1501144207,JONASSAINT,NAUDIA,PITTSBURGH,PA,Gastroenterology,S,NADOLOL,NADOLOL,"",34,42.0,1260,2647.59,"",#,"",#,"","","",= 53.0
-2006111197,DARIN,MICHAEL,OCEAN SPRINGS,MS,Pulmonary Disease,S,MODAFINIL,MODAFINIL,"",11,11.0,330,2016.66,"",*,"",*,"","","",= 49.0
-1703339919,WELLINGTON,JOSHUA,INDIANAPOLIS,IN,Anesthesiology,S,LORAZEPAM,LORAZEPAM,"",27,29.0,840,204.64,"",*,"",*,"","","",= 42.0
-1359783325,NORRIS,ROBERT,ACWORTH,GA,Family Practice,S,LISINOPRIL-HYDROCHLOROTHIAZIDE,LISINOPRIL/HYDROCHLOROTHIAZIDE,"",14,34.0,996,175.63,"",*,"",*,"","","",= 43.0
-1905302987,CHOUDHARY,RANU,KENT,WA,Internal Medicine,S,CHOLESTYRAMINE,CHOLESTYRAMINE (WITH SUGAR),"",19,24.1,724,1101.81,"",*,19,"",24.1,724,1101.81,= 47.0
-1743599578,TURANO,JOANNE,OVERLAND PARK,KS,Physician Assistant,S,CELECOXIB,CELECOXIB,"",34,54.0,1620,5366.12,"",#,"",#,"","","",= 44.0
2046323159,DIAMOND,STEVEN,WILMINGTON,DE,Family Practice,S,TAMSULOSIN HCL,TAMSULOSIN HCL,"",36,92.0,2760,1131.77,"",*,36,"",92.0,2760,1131.77,= 38.0
-2137550825,GODFREY,WILLIAM,KENNESAW,GA,Family Practice,S,TAMSULOSIN HCL,TAMSULOSIN HCL,17,75,109.0,3270,1619.94,"",#,"",#,"","","",= 39.0
-1309918167,POWERS,LAUREN,SOUTH LYON,MI,Family Practice,S,OMEPRAZOLE,OMEPRAZOLE,"",27,41.2,1235,317.54,"",*,"",*,"","","",= 54.0
-1319281412,CUBANO,CESAR,HATILLO,PR,Psychiatry,S,BUSPIRONE HCL,BUSPIRONE HCL,98,607,609.0,18270,5795.43,16,"",82,"",84.0,2520,798.63,= 46.0
-1571731462,RODRIGUEZ,RADAMES,SAN ANTONIO,TX,Internal Medicine,S,INSULIN SYRINGE,"SYRINGE AND NEEDLE,INSULIN,1ML","",15,25.1,740,408.68,"",#,"",#,"","","",= 39.0
-1783157430,ABRAMOVICI,BERNARD,ELMHURST,NY,Internal Medicine,S,SYMBICORT,BUDESONIDE/FORMOTEROL FUMARATE,"",53,53.0,1590,16227.93,"",#,"",#,"","","",= 36.0
-1783817018,PARKER,KRISTIN,RENTON,WA,Family Practice,S,LORAZEPAM,LORAZEPAM,"",13,13.0,248,23.87,"",*,13,"",13.0,248,23.87,= 34.0
-1581908696,RABIN,KAREN,KENSINGTON,MD,Internal Medicine,S,RALOXIFENE HCL,RALOXIFENE HCL,"",13,37.0,1110,3556.82,"",*,13,"",37.0,1110,3556.82,= 50.0
-1602288240,MORERE,DONALD,BURNT HILLS,NY,Gastroenterology,S,RABEPRAZOLE SODIUM,RABEPRAZOLE SODIUM,"",16,43.0,1290,3440.63,"",*,16,"",43.0,1290,3440.63,= 53.0
-1824565047,BARBEE,ALLISON,CONCORD,NC,Family Practice,S,VICTOZA 2-PAK,LIRAGLUTIDE,"",27,28.0,840,13375.61,0,"",0,"",0.0,0,0.0,= 44.0
-1410067571,NEKOBA,ASHLEE,HONOLULU,HI,Internal Medicine,S,RANITIDINE HCL,RANITIDINE HCL,"",28,80.0,2400,1112.61,"",#,"",#,"","","",= 36.0
-1965879370,LOVELACE,DAVID,SHAWNEE,OK,Emergency Medicine,S,RISPERIDONE,RISPERIDONE,"",12,12.0,360,2144.67,0,"",0,"",0.0,0,0.0,= 34.0
-1713427381,WORKMAN,ALLEN,FREEPORT,IL,Family Practice,S,KLOR-CON M10,POTASSIUM CHLORIDE,"",12,28.0,840,543.96,"",*,12,"",28.0,840,543.96,= 50.0
2016978288,PENA,GUILLERMO,BLUE RIDGE,GA,Internal Medicine,S,DULOXETINE HCL,DULOXETINE HCL,"",31,42.0,1260,2329.33,"",#,"",#,"","","",= 54.0
-1501191207,SPIRITO,JOSEPH,NEW BEDFORD,MA,Internal Medicine,S,RANITIDINE HCL,RANITIDINE HCL,"",20,24.0,645,505.16,"",*,20,"",24.0,645,505.16,= 47.0
